2022/06/25 13:04:19.849, 35.617734,139.292041
2022/06/25 13:04:53.865, 35.617279,139.292180
2022/06/25 13:05:01.870, 35.616776,139.292144
2022/06/25 13:05:11.850, 35.616299,139.292018
2022/06/25 13:05:21.874, 35.615811,139.291920
2022/06/25 13:05:29.856, 35.615360,139.291913
2022/06/25 13:05:38.850, 35.615020,139.292383
2022/06/25 13:05:46.866, 35.614961,139.292969
2022/06/25 13:05:55.857, 35.614928,139.293573
2022/06/25 13:06:04.866, 35.614936,139.294175
2022/06/25 13:06:13.856, 35.615048,139.294766
2022/06/25 13:06:22.854, 35.615140,139.295330
2022/06/25 13:06:30.862, 35.615276,139.295902
2022/06/25 13:06:38.852, 35.615391,139.296504
2022/06/25 13:06:47.864, 35.615526,139.297069
2022/06/25 13:06:59.843, 35.615415,139.297610
2022/06/25 13:07:10.872, 35.614969,139.297759
2022/06/25 13:07:19.847, 35.614526,139.297863
2022/06/25 13:07:30.866, 35.614074,139.297745
